Class%,Class_label,Encapsulation%,Encapsulation_label,Inheritance%,Inheritance_label,Polymorphism%,Polymorphism_label,Constructor%,Constructor_label,Interface%,Interface_label
87.27,Advanced,36.08,Intermediate,41.1,Intermediate,61.17,Advanced,99.46,Advanced,8.48,Beginner
87.8,Advanced,6.97,Beginner,49.65,Intermediate,32.73,Intermediate,56.31,Intermediate,80.72,Advanced
56.56,Intermediate,57.87,Intermediate,35.81,Intermediate,41.42,Intermediate,34.32,Intermediate,6.91,Beginner
15.08,Beginner,18.86,Beginner,63.62,Advanced,18.52,Beginner,39.84,Intermediate,71.74,Advanced
81.25,Advanced,32.85,Intermediate,66.13,Advanced,25.62,Beginner,15.92,Beginner,36.64,Intermediate
12.03,Beginner,9.15,Beginner,9.64,Beginner,23.88,Beginner,31.58,Intermediate,14.49,Beginner
27.9,Beginner,52.03,Intermediate,55.6,Intermediate,78.53,Advanced,17.42,Beginner,34.28,Intermediate
12.02,Beginner,0.98,Beginner,76.51,Advanced,100,Advanced,20.59,Beginner,92.91,Beginner
28.34,Beginner,25.26,Beginner,5.84,Beginner,97.89,Advanced,76.34,Advanced,41.46,Intermediate
49.45,Intermediate,68.03,Beginner,19.88,Beginner,41.75,Intermediate,23.82,Beginner,68.79,Advanced
5.17,Beginner,3.83,Beginner,20.42,Beginner,41.06,Intermediate,76.92,Advanced,41.97,Intermediate
37,Intermediate,80.89,Advanced,34.4,Intermediate,29.3,Beginner,40.65,Intermediate,93.51,Advanced
26.45,Beginner,54.94,Intermediate,16.29,Beginner,65.87,Advanced,61.46,Advanced,57.16,Intermediate
31.49,Intermediate,80.85,Advanced,25.28,Beginner,95.77,Advanced,56.55,Intermediate,23.93,Beginner
13.71,Beginner,98.58,Advanced,20.31,Beginner,61.73,Advanced,59.14,Intermediate,24.21,Beginner
27.99,Beginner,62.88,Advanced,51.16,Intermediate,16.68,Beginner,85.62,Advanced,67.38,Advanced
25.61,Beginner,19.46,Beginner,30.14,Intermediate,81.5,Advanced,87.98,Advanced,72.99,Advanced
13.62,Beginner,46.3,Intermediate,48.01,Intermediate,41.72,Intermediate,21.42,Beginner,51.97,Beginner
66.87,Advanced,53.19,Intermediate,28.57,Beginner,15.71,Beginner,30.32,Intermediate,46.96,Intermediate
96.93,Beginner,39.62,Advanced,36.31,Intermediate,31.29,Intermediate,44.87,Intermediate,36.12,Intermediate
24.14,Beginner,97.36,Advanced,90.75,Advanced,72.86,Beginner,92.39,Advanced,25.17,Beginner
0,Beginner,67.05,Advanced,60.67,Advanced,80.34,Advanced,6.42,Beginner,75.91,Advanced
53.07,Intermediate,61.26,Advanced,81.81,Advanced,46.24,Intermediate,3.03,Beginner,27.29,Beginner
16.39,Beginner,44.18,Intermediate,26.16,Beginner,41.28,Intermediate,65.28,Advanced,31.35,Intermediate
75.96,Advanced,21.77,Beginner,45.34,Intermediate,42.61,Beginner,59.16,Intermediate,77.96,Advanced
45.96,Intermediate,62.36,Advanced,25.46,Beginner,69.78,Advanced,57.15,Intermediate,25.27,Beginner
79.13,Advanced,61.42,Advanced,41.4,Intermediate,15.12,Beginner,16.37,Beginner,0,Beginner
3.99,Beginner,11.86,Beginner,90.17,Advanced,62.54,Advanced,64.45,Advanced,21.53,Beginner
34.24,Intermediate,21.95,Beginner,51,Beginner,36.36,Intermediate,70.9,Advanced,51.49,Intermediate
40.71,Beginner,6.96,Beginner,60.65,Advanced,17.31,Beginner,7.03,Beginner,12.33,Beginner
100,Advanced,37.06,Intermediate,31.27,Advanced,38.64,Intermediate,85.68,Advanced,71.38,Advanced
41.99,Intermediate,83.6,Advanced,34.88,Intermediate,41.07,Intermediate,20.99,Beginner,23.79,Beginner
30.55,Intermediate,31.66,Intermediate,75.74,Advanced,79.01,Advanced,21.3,Beginner,59.13,Intermediate
40.36,Intermediate,17.23,Beginner,56.47,Intermediate,14.8,Intermediate,33.3,Intermediate,96.86,Advanced
10.87,Beginner,7.32,Beginner,23.3,Beginner,67,Advanced,80.25,Advanced,100,Advanced
59.83,Intermediate,43.07,Intermediate,58.72,Intermediate,33.67,Intermediate,30.32,Intermediate,72.44,Advanced
63.36,Advanced,33.68,Intermediate,47.21,Intermediate,65.03,Advanced,64.86,Advanced,34.39,Intermediate
66.81,Advanced,61.16,Advanced,1.16,Beginner,78.85,Advanced,42.61,Intermediate,62.84,Advanced
36.4,Intermediate,98.07,Advanced,10.12,Beginner,17.22,Beginner,14.87,Beginner,64.83,Beginner
17.07,Beginner,51.89,Intermediate,65.23,Advanced,58.98,Intermediate,56.88,Intermediate,56.82,Intermediate
16.9,Beginner,89.69,Advanced,57.24,Intermediate,88.95,Advanced,59.42,Intermediate,35.66,Intermediate
83.26,Advanced,38.34,Intermediate,98.79,Advanced,70.28,Advanced,28.59,Beginner,33.68,Intermediate
91.72,Advanced,72.15,Advanced,89.7,Advanced,16.73,Intermediate,44.61,Intermediate,47.3,Intermediate
54.45,Intermediate,15.21,Beginner,72.19,Advanced,66.39,Advanced,36.27,Intermediate,86.75,Advanced
7.26,Beginner,48.3,Intermediate,95.91,Advanced,54.05,Intermediate,66.74,Advanced,85.01,Advanced
70.3,Advanced,9.38,Beginner,57.13,Intermediate,35.59,Intermediate,68.31,Advanced,58.29,Intermediate
23.84,Beginner,87.68,Advanced,93.95,Advanced,39.39,Intermediate,47.99,Intermediate,56.13,Intermediate
0.44,Beginner,43.42,Intermediate,9.85,Beginner,61.98,Advanced,66.75,Advanced,67.54,Advanced
27.73,Beginner,54.06,Advanced,76.07,Advanced,69.46,Advanced,90.39,Intermediate,84.04,Advanced
44.17,Intermediate,29.31,Beginner,60.51,Advanced,10.98,Beginner,14.76,Intermediate,4.05,Beginner
43.54,Intermediate,63.78,Beginner,14.11,Beginner,88.61,Advanced,35.05,Intermediate,42.74,Intermediate
27.29,Beginner,68.73,Advanced,71.22,Advanced,44.45,Intermediate,22.83,Beginner,40.45,Intermediate
61.33,Advanced,42.26,Advanced,15.34,Beginner,51.1,Intermediate,34.13,Intermediate,93.18,Advanced
22.26,Beginner,37.3,Intermediate,26.85,Beginner,91.36,Advanced,49.6,Intermediate,74.87,Advanced
70.21,Advanced,49.7,Intermediate,94.49,Advanced,87.4,Advanced,13.84,Beginner,50.08,Intermediate
13.45,Beginner,31.51,Intermediate,72.13,Advanced,43.69,Intermediate,54.99,Intermediate,28.89,Beginner
76.46,Advanced,38.85,Intermediate,24.82,Beginner,51.54,Intermediate,50.7,Intermediate,19.25,Beginner
7,Beginner,6.8,Beginner,65.04,Advanced,63.33,Advanced,5.37,Beginner,42.58,Intermediate
43.89,Intermediate,8.92,Beginner,10.45,Intermediate,26.88,Beginner,38.71,Intermediate,14.78,Beginner
4.1,Beginner,0,Beginner,52.14,Intermediate,42.68,Intermediate,59.05,Intermediate,10.04,Beginner
93.07,Advanced,69.41,Advanced,59.53,Intermediate,80.75,Advanced,36.12,Intermediate,47.25,Beginner
97.05,Advanced,13.48,Beginner,78.52,Advanced,58.56,Intermediate,28.7,Beginner,41.82,Intermediate
67.87,Advanced,46.52,Intermediate,55.92,Intermediate,27.77,Beginner,32.25,Intermediate,88.93,Advanced
59.91,Intermediate,5.24,Beginner,85.51,Advanced,9.53,Beginner,32.9,Intermediate,16.84,Beginner
83.06,Advanced,21.51,Beginner,60.49,Advanced,57.8,Intermediate,85.6,Advanced,69.12,Advanced
17.35,Beginner,51.6,Intermediate,27.5,Beginner,100,Advanced,90.81,Advanced,92.67,Advanced
72.68,Advanced,18.3,Beginner,31.12,Intermediate,7.34,Beginner,47.84,Advanced,56.07,Intermediate
28.78,Intermediate,34.34,Intermediate,47.25,Intermediate,50.19,Intermediate,44.78,Intermediate,77.92,Advanced
32.02,Intermediate,86.69,Advanced,85.85,Advanced,83.01,Advanced,47.95,Intermediate,39.57,Intermediate
59.45,Intermediate,48.23,Intermediate,83.42,Advanced,50.08,Intermediate,5.99,Beginner,20.17,Beginner
45.23,Intermediate,16.45,Beginner,3.09,Beginner,68.7,Advanced,26.34,Beginner,86.69,Advanced
68.36,Advanced,57.89,Intermediate,9.82,Beginner,14.78,Beginner,67.51,Advanced,32.84,Intermediate
64.86,Advanced,25.18,Beginner,39.57,Intermediate,35.26,Intermediate,56.57,Intermediate,34.78,Advanced
54.52,Intermediate,56.42,Intermediate,94.96,Advanced,26.02,Beginner,35.7,Intermediate,29.06,Beginner
67.81,Advanced,98.26,Advanced,18.07,Intermediate,66.75,Advanced,13.43,Beginner,36.73,Intermediate
11.2,Advanced,15.83,Beginner,59.48,Intermediate,61.75,Advanced,59.85,Intermediate,46.28,Intermediate
27.53,Beginner,66.63,Advanced,22.29,Beginner,59.96,Intermediate,77.28,Advanced,63.34,Advanced
17,Beginner,10.46,Beginner,66.03,Advanced,38.27,Intermediate,76.52,Advanced,29.35,Beginner
73.66,Intermediate,37,Intermediate,14.05,Beginner,26.93,Beginner,38.17,Intermediate,16.11,Beginner
0,Beginner,83.83,Advanced,45.49,Intermediate,19.41,Beginner,7.79,Beginner,11.81,Beginner
23.46,Advanced,9.92,Beginner,19.71,Beginner,96.03,Advanced,100,Advanced,32.41,Intermediate
43.85,Intermediate,71.49,Advanced,43.44,Intermediate,7.19,Beginner,96.28,Advanced,59.62,Intermediate
91.57,Advanced,9.63,Beginner,81.51,Advanced,10.59,Beginner,94.5,Advanced,30.75,Intermediate
55.43,Intermediate,86.39,Advanced,87.03,Intermediate,16.53,Beginner,17.67,Beginner,52.99,Intermediate
7.58,Beginner,4.83,Beginner,81.7,Intermediate,85.93,Advanced,58.38,Intermediate,63.22,Advanced
18.3,Beginner,13.62,Advanced,11.21,Beginner,40.68,Intermediate,90.76,Advanced,26.53,Beginner
61.69,Advanced,79.88,Advanced,52.71,Intermediate,59.78,Intermediate,67.75,Advanced,87.1,Advanced
39.46,Intermediate,51.14,Intermediate,20.74,Beginner,45.36,Intermediate,0,Beginner,78,Advanced
51.34,Intermediate,41.99,Intermediate,12.54,Beginner,5.98,Beginner,81.03,Advanced,38.69,Intermediate
64.78,Advanced,56.15,Intermediate,46.46,Intermediate,82.23,Advanced,1.59,Beginner,33.76,Intermediate
56.89,Intermediate,43.08,Intermediate,16.5,Beginner,65.39,Intermediate,17.05,Beginner,75.28,Advanced
15.42,Beginner,100,Advanced,39.03,Intermediate,9.91,Beginner,56.02,Intermediate,12.71,Beginner
53.28,Intermediate,53.19,Intermediate,43.67,Intermediate,84.17,Advanced,99.78,Advanced,18.79,Beginner
42.34,Intermediate,52.32,Intermediate,16.81,Beginner,79.59,Advanced,60.71,Advanced,3.18,Beginner
46.46,Intermediate,44.43,Intermediate,18.79,Beginner,73,Advanced,40.47,Intermediate,11.58,Beginner
35.57,Intermediate,36.8,Intermediate,84.95,Advanced,48.38,Intermediate,43.53,Intermediate,81.24,Advanced
46.9,Intermediate,46.59,Intermediate,46.57,Intermediate,79.36,Advanced,76.54,Advanced,7.78,Beginner
62.32,Intermediate,11.03,Beginner,94.94,Advanced,4.89,Beginner,5.06,Beginner,89.39,Advanced
23.16,Beginner,70.31,Advanced,77,Advanced,55.12,Intermediate,17.81,Beginner,54.54,Intermediate
29.45,Beginner,17,Beginner,52.71,Intermediate,49.94,Intermediate,6.2,Beginner,18.95,Beginner
91.07,Advanced,7.87,Beginner,70.43,Advanced,61.93,Advanced,99.39,Advanced,29.26,Beginner
55.8,Intermediate,22.87,Intermediate,56.31,Intermediate,19.35,Beginner,42.93,Intermediate,22.05,Beginner
70.16,Advanced,16.15,Beginner,26.18,Beginner,96.51,Advanced,26.16,Beginner,41.56,Intermediate
65.56,Advanced,89.83,Advanced,33.62,Intermediate,21.37,Beginner,42.86,Intermediate,33.01,Intermediate
50.45,Intermediate,15.89,Beginner,36.38,Intermediate,3.98,Beginner,46.77,Intermediate,15.83,Beginner
70.33,Advanced,54.31,Intermediate,71.94,Advanced,95.04,Beginner,51.4,Intermediate,32.22,Intermediate
15.5,Beginner,16.57,Beginner,83,Advanced,19.09,Beginner,28.31,Beginner,72.92,Advanced
42.35,Intermediate,65.27,Advanced,10.26,Beginner,23.1,Beginner,78.75,Advanced,73.15,Advanced
6.36,Beginner,87.64,Advanced,36.69,Intermediate,26.32,Beginner,51.27,Intermediate,81.6,Advanced
91.74,Advanced,100,Advanced,41.6,Intermediate,99.69,Advanced,19.83,Beginner,77.13,Advanced
46.79,Intermediate,40.89,Intermediate,89.24,Advanced,87.07,Advanced,96.37,Advanced,80.46,Advanced
62.42,Advanced,82.3,Advanced,17.52,Beginner,87.4,Advanced,74.76,Advanced,56.22,Beginner
56.17,Intermediate,75.86,Advanced,24.16,Beginner,15.21,Beginner,1.04,Beginner,59.39,Intermediate
7.94,Beginner,26.19,Beginner,0,Beginner,44.33,Intermediate,25.84,Beginner,13.35,Beginner
25.32,Beginner,36.37,Intermediate,7.6,Beginner,50.01,Advanced,60.38,Advanced,48.28,Intermediate
15.77,Advanced,93.43,Advanced,6.76,Beginner,43.57,Intermediate,57.63,Intermediate,36.71,Intermediate
33.44,Intermediate,44.78,Intermediate,13.76,Beginner,51.34,Intermediate,63.31,Advanced,70.35,Advanced
17.31,Beginner,33.09,Intermediate,57.98,Advanced,54.43,Intermediate,16.8,Beginner,37.1,Intermediate
49.18,Intermediate,63.94,Advanced,43.8,Intermediate,61.4,Advanced,9.04,Beginner,64.47,Advanced
34.37,Intermediate,41.48,Intermediate,54.06,Intermediate,25.5,Beginner,85.33,Advanced,12.45,Beginner
87.28,Advanced,53.57,Beginner,62.24,Advanced,41.37,Intermediate,26.32,Beginner,23.47,Beginner
34.55,Intermediate,65.36,Advanced,32.47,Intermediate,29.97,Intermediate,77.57,Advanced,6.76,Beginner
40.91,Intermediate,47.67,Intermediate,53.48,Intermediate,54.72,Intermediate,64.1,Advanced,95.44,Advanced
50,Intermediate,28.28,Advanced,50.97,Intermediate,12.4,Beginner,36.26,Intermediate,14.91,Beginner
27.15,Beginner,27.82,Beginner,38.13,Intermediate,28.95,Beginner,26.91,Beginner,81.18,Advanced
97.44,Advanced,30.79,Intermediate,50.94,Intermediate,25.21,Beginner,72.43,Advanced,36.3,Intermediate
65.53,Advanced,53.05,Intermediate,60.98,Advanced,47.12,Intermediate,46.7,Intermediate,59.51,Intermediate
42.29,Intermediate,5.23,Beginner,85.88,Advanced,86.57,Advanced,26.82,Beginner,12.04,Beginner
36.47,Intermediate,56.78,Intermediate,71.17,Advanced,62.75,Advanced,66.06,Advanced,47.89,Intermediate
82.8,Advanced,59.17,Intermediate,49.93,Intermediate,49.5,Intermediate,40,Intermediate,54.86,Intermediate
35.19,Intermediate,17.76,Beginner,98.25,Advanced,49.33,Intermediate,72.01,Advanced,62.03,Advanced
87.6,Advanced,11.15,Beginner,100,Advanced,80.27,Advanced,70.03,Advanced,32.87,Intermediate
48.96,Intermediate,36.85,Intermediate,23.8,Beginner,62.9,Intermediate,100,Advanced,13.57,Beginner
13.02,Beginner,62.23,Advanced,6.12,Beginner,12.87,Beginner,72.19,Advanced,93.67,Advanced
63.12,Advanced,10.04,Beginner,100,Advanced,19.71,Beginner,73.83,Advanced,68.23,Advanced
21.98,Beginner,7.8,Beginner,61.88,Advanced,7.55,Beginner,0.58,Beginner,35.48,Intermediate
97.76,Advanced,0,Beginner,99.12,Advanced,84.23,Advanced,19.38,Beginner,40.5,Intermediate
86.17,Advanced,78.06,Intermediate,77.92,Advanced,55.8,Intermediate,98.97,Advanced,10.12,Beginner
26.45,Beginner,23.46,Beginner,24.87,Beginner,80.58,Advanced,46.22,Intermediate,81.29,Advanced
29.31,Beginner,88.15,Advanced,15.86,Beginner,78.81,Advanced,47.16,Intermediate,25.1,Beginner
72.49,Advanced,60.35,Intermediate,42.91,Intermediate,30.59,Intermediate,49.08,Intermediate,23.79,Advanced
12.87,Beginner,19.08,Advanced,85.32,Advanced,8.52,Beginner,8.39,Advanced,60.39,Advanced
7.08,Beginner,40.61,Intermediate,44.87,Intermediate,72.17,Advanced,21.41,Beginner,95.49,Advanced
14.98,Beginner,13.17,Beginner,97.14,Advanced,65.17,Intermediate,30.53,Intermediate,81.35,Advanced
27.83,Beginner,58.27,Intermediate,45.15,Intermediate,49.19,Intermediate,18.45,Beginner,60.41,Advanced
90.79,Advanced,12.94,Beginner,10.8,Beginner,8.98,Beginner,60.83,Advanced,75.6,Advanced
18.29,Beginner,34.11,Intermediate,52.82,Intermediate,15.57,Beginner,8.37,Beginner,57.58,Intermediate
50.64,Intermediate,31.86,Beginner,30.29,Intermediate,20.52,Beginner,26.01,Beginner,52.69,Intermediate
89.02,Beginner,35.05,Intermediate,40.98,Intermediate,66.41,Advanced,93.22,Intermediate,58.63,Advanced
45.7,Intermediate,24.79,Beginner,92.77,Advanced,54.28,Intermediate,68.24,Beginner,24.22,Beginner
73.23,Advanced,60.43,Advanced,58.55,Intermediate,34.18,Intermediate,17.77,Beginner,71.11,Advanced
10.54,Beginner,14.81,Beginner,65.69,Advanced,83.14,Advanced,97.85,Advanced,36,Intermediate
24.84,Beginner,43.24,Intermediate,39.77,Intermediate,65.15,Advanced,50.99,Intermediate,26.31,Beginner
36.64,Intermediate,97.32,Advanced,12.8,Beginner,45.18,Intermediate,26.91,Beginner,54.04,Intermediate
29.8,Beginner,80.14,Advanced,66.06,Advanced,46.02,Intermediate,49.11,Intermediate,14.47,Beginner
69.95,Advanced,94.81,Advanced,26.61,Beginner,46.61,Intermediate,47.88,Intermediate,12.57,Advanced
63.27,Advanced,17.77,Beginner,14.94,Beginner,26.09,Beginner,35.86,Intermediate,29.69,Beginner
85.99,Beginner,6.62,Beginner,15.68,Beginner,37.71,Intermediate,61.43,Advanced,17.57,Beginner
27.4,Beginner,36.84,Intermediate,47.27,Intermediate,86.98,Advanced,13.47,Beginner,35.21,Intermediate
51.96,Intermediate,74.74,Advanced,86.45,Advanced,54,Intermediate,55.08,Intermediate,28.05,Beginner
32.41,Intermediate,72.25,Advanced,62.2,Advanced,91.13,Advanced,61.31,Intermediate,21.78,Beginner
42.77,Intermediate,13.52,Beginner,62.38,Advanced,4.4,Beginner,78.53,Advanced,51.36,Intermediate
59.16,Intermediate,0,Beginner,27.45,Beginner,60.77,Advanced,23.13,Beginner,32.3,Intermediate
69.13,Advanced,75.33,Advanced,53.78,Intermediate,52.09,Intermediate,58.75,Intermediate,15.79,Beginner
76.08,Advanced,13.86,Beginner,22.31,Beginner,19.84,Beginner,63.73,Intermediate,42.47,Intermediate
2.67,Beginner,75.13,Advanced,66.93,Advanced,58.42,Intermediate,68.06,Advanced,23.14,Beginner
56.79,Intermediate,57.48,Intermediate,8.41,Beginner,64.71,Advanced,34.89,Intermediate,71.52,Advanced
82.7,Advanced,53.04,Intermediate,53.63,Intermediate,66.12,Advanced,20.16,Beginner,95.12,Advanced
93.67,Advanced,55.81,Intermediate,17.83,Beginner,56.86,Intermediate,62.26,Advanced,39.8,Intermediate
88.26,Advanced,42.87,Intermediate,61.63,Advanced,7.13,Beginner,11.84,Beginner,100,Advanced
13.46,Beginner,89.35,Advanced,34.16,Intermediate,85.84,Advanced,11.61,Beginner,80.25,Intermediate
61.37,Advanced,82.09,Advanced,38.73,Beginner,35.32,Intermediate,66.87,Advanced,76.33,Advanced
15.32,Beginner,63.85,Advanced,61.58,Intermediate,59.03,Intermediate,11.55,Beginner,85.51,Advanced
22.41,Beginner,35.24,Intermediate,27.04,Beginner,1.15,Beginner,66.67,Advanced,25.69,Beginner
52.39,Intermediate,35.23,Intermediate,1.17,Beginner,87.7,Advanced,15.63,Beginner,94.13,Advanced
95.17,Intermediate,84.54,Advanced,78.52,Advanced,46.27,Intermediate,68.27,Advanced,18.89,Beginner
67.61,Advanced,4.17,Advanced,3.32,Beginner,1.16,Beginner,49.89,Beginner,100,Advanced
70.76,Advanced,100,Advanced,30.48,Intermediate,25.34,Beginner,56.06,Intermediate,79.38,Advanced
18.49,Beginner,9.14,Beginner,65.6,Advanced,77.53,Advanced,63.28,Advanced,9.03,Beginner
72.88,Advanced,63.3,Advanced,11.77,Advanced,69.7,Advanced,85.3,Advanced,61,Advanced
58.03,Intermediate,61.73,Advanced,97.36,Advanced,9.93,Beginner,59.55,Intermediate,52.52,Intermediate
15.58,Beginner,94.32,Advanced,41.81,Intermediate,95.02,Advanced,57.46,Intermediate,95.99,Advanced
29.64,Beginner,66.5,Advanced,24.96,Beginner,77.55,Advanced,44.98,Intermediate,62.38,Advanced
11.34,Beginner,61.61,Advanced,59.19,Intermediate,33,Intermediate,61.45,Advanced,87.14,Advanced
45.42,Intermediate,8.78,Beginner,62.19,Advanced,61.06,Advanced,59.18,Intermediate,39.17,Intermediate
86.05,Advanced,70.03,Beginner,63.4,Advanced,59.15,Intermediate,50.58,Intermediate,44.59,Intermediate
45.37,Advanced,25.1,Beginner,36.39,Intermediate,76.33,Advanced,31.44,Intermediate,77.4,Advanced
39.82,Intermediate,59.99,Intermediate,73.37,Advanced,23.52,Beginner,28.24,Beginner,43.69,Intermediate
87.84,Advanced,68.73,Intermediate,67.18,Advanced,34.74,Intermediate,12.98,Beginner,63.9,Advanced
22.02,Beginner,14.6,Beginner,92.44,Advanced,38.3,Intermediate,75.83,Advanced,16.2,Beginner
73.23,Advanced,20.07,Beginner,87.21,Beginner,97.09,Advanced,10.55,Beginner,22.8,Beginner
37.34,Intermediate,51.85,Intermediate,44.09,Advanced,87.85,Advanced,2.79,Beginner,97,Advanced
96.36,Advanced,93.74,Advanced,32.99,Intermediate,57,Intermediate,87.79,Advanced,85.08,Advanced
87.92,Advanced,61.52,Advanced,19,Beginner,51.63,Intermediate,30.05,Intermediate,45.42,Intermediate
35.91,Intermediate,10.2,Beginner,73.13,Advanced,27.44,Beginner,96.86,Advanced,61.39,Advanced
37.07,Intermediate,38.99,Intermediate,12.69,Beginner,35.91,Intermediate,83.16,Advanced,19.71,Beginner
8.29,Beginner,9.66,Beginner,73.43,Advanced,11.89,Beginner,37.74,Intermediate,41.83,Intermediate
14.03,Beginner,92.34,Advanced,26.86,Beginner,34.75,Intermediate,20.52,Beginner,30.07,Intermediate
50.66,Intermediate,32.49,Intermediate,60.22,Advanced,18.43,Beginner,68.78,Advanced,11.44,Beginner
53.99,Intermediate,82.81,Advanced,38.4,Intermediate,74.9,Advanced,29.9,Beginner,14.6,Beginner
19.68,Beginner,30.36,Intermediate,8.86,Beginner,14.83,Beginner,89.88,Advanced,80.87,Advanced
57.94,Intermediate,65.53,Advanced,94.65,Advanced,99.43,Advanced,46.82,Intermediate,72.83,Advanced
93.56,Advanced,27.17,Beginner,72.73,Advanced,60.59,Advanced,33.8,Intermediate,88.48,Advanced
97.03,Advanced,22.82,Beginner,32.25,Intermediate,60.45,Advanced,23.18,Beginner,67.59,Advanced
67.07,Advanced,13.27,Beginner,24.97,Beginner,9.8,Beginner,91.53,Advanced,3.12,Beginner
94.75,Advanced,6.89,Beginner,23.99,Advanced,43.87,Intermediate,37.46,Intermediate,14.56,Beginner
53.43,Intermediate,43,Intermediate,50.8,Intermediate,13.14,Beginner,55.87,Intermediate,90.56,Beginner
37.71,Intermediate,32.22,Intermediate,96.98,Advanced,100,Advanced,31.15,Intermediate,63.02,Advanced
77.41,Advanced,21.74,Beginner,82.72,Advanced,41.01,Beginner,74.19,Advanced,62.92,Advanced
41.85,Intermediate,37.1,Beginner,9.58,Beginner,19.9,Beginner,25.45,Beginner,72.47,Advanced
50.16,Intermediate,66.84,Advanced,34.77,Intermediate,11.71,Beginner,12.25,Intermediate,28.76,Beginner
57.81,Intermediate,25.8,Beginner,64.84,Advanced,60.57,Advanced,50.81,Intermediate,73.64,Advanced
54.19,Intermediate,38.78,Intermediate,56.88,Advanced,44.07,Intermediate,94.22,Intermediate,13.66,Beginner
89.63,Advanced,48.77,Intermediate,61.47,Advanced,53.8,Intermediate,83.9,Advanced,56.56,Intermediate
44.27,Intermediate,28.43,Beginner,98.82,Advanced,64.4,Advanced,61.01,Advanced,47.85,Advanced
13.28,Beginner,69,Advanced,33.77,Intermediate,74.3,Advanced,19.58,Beginner,51.62,Intermediate
